1	Thật kinh ngạc, 42 khối vuông hình sắc cạnh không hơn kém nhau 1 gam.	Thật tuyệt vời, các khối hình đều giống nhau giống nhau một cách đáng kinh ngạc.	3	Hình học
64	Sức khỏe chính là một trong những tài sản vô giá của con người mà mỗi chúng nên biết trân trọng và giữ gìn.	Tôi tin rằng món quà lớn nhất mà bạn có thể trao cho gia đình mình và thế giới là chính mình khỏe khoắn.	4	Sức Khỏe
65	Người có sức khỏe thì có cả trăm ngàn ước mơ, người không có sức khỏe thì chỉ có một ước mơ duy nhất là sức khỏe.	Sức khỏe là trạng thái hài hòa hoàn toàn của cơ thể, trí óc và tinh thần. Khi một người thoát khỏi những khuyết tật về thể chất và những phiền nhiễu về tinh thần, thì cánh cổng tâm hồn sẽ mở ra.	3	Sức Khỏe
66	Bạn có thể khẳng định sức khỏe trong suy nghĩ, nhưng nếu bạn trao cho suy nghĩ ấy sự lo âu, nỗi sợ hãi và bất hòa, suy nghĩ của bạn sẽ tạo ra sự bất hòa. Thứ quyết định kết quả là điều mà ta trao cho suy nghĩ của mình chứ không phải là điều mà ta khẳng định trong suy nghĩ.	Hãy dành tất cả buổi chiều cho tập luyện và nghỉ ngơi, thứ cũng cần thiết như đọc sách. Tôi sẽ nói việc đó còn cần thiết hơn, bởi sức khỏe đáng giá hơn học tập.	3	Sức Khỏe
67	Tiền bạc, con cái, quyền lực chỉ là nhất thời, vinh quang là của quá khứ, còn sức khỏe sẽ mãi là của bạn.	Để có sức khỏe tốt: hãy ăn nhẹ, thở sâu, sống có chừng mực, nuôi dưỡng niềm vui và gìn giữ những mối quan tâm trong cuộc sống.	1	Sức Khỏe
68	Sức khỏe không phải là thứ chúng ta có thể mua. Tuy nhiên, nó có thể là một tài khoản tiết kiệm cực kỳ giá trị.	Sức khỏe là thứ mà ta không nhìn thấy được, là yếu tố sống còn của mỗi con người. Hãy nâng niu quý trọng sức khỏe, đừng để khi mất rồi mới thấy hối tiếc.	3	Sức Khỏe
69	Sức khỏe tốt và trí tuệ minh mẫn là hai điều hạnh phúc nhất của cuộc đời.	Sức khỏe chính là sự giàu có, hãy lắng nghe để hiểu những điều cơ thể đang cố nói với bạn.	3	Sức Khỏe
70	Sau cơn mưa dông chiều, phần còn lại của cây cô đơn Hồ Tây đã gẫy nốt. 	Căn nhà của ông bà là căn nhà cấp bốn mộc mạc mà thân thương. Nhiều năm qua đi, căn nhà không chỉ là nơi che nắng, che mưa mà nó còn là cả một tuổi thơ của em.	0	Tin Tức
71	Nhà thì bán bị người ta đuổi đi và đang tá túc tạm tại nhà bà nội. Mẹ bạn ấy đang đi bán cơm thuê cho người ta, Trúc Anh là trụ cột chính nhưng đang bệnh cũng không đi làm được.	Mẹ em là một người rất chu đáo nên gian bếp nhỏ luôn được chăm sóc cẩn thận.	0	Tin Tức
72	Một giấc ngủ ngon, hoặc mười phút nói xả, hoặc một ly kem sô cô la hoặc cả ba thứ đó là liều thuốc tốt.	Sự sống là thứ không khi nào cảm thấy chán nản.	2	Sức Khỏe
73	Mỉm cười là cách tốt nhất để đối mặt với mọi vấn đề. Để đè bẹp mọi nỗi sợ hãi và khoả lấp mọi nỗi đau.	Bạn nên tin rằng món quà quý giá nhất mà bạn có thể tặng cho gia đình bạn và cả thế giới này đó chính là sức khỏe của bản thân bạn.	2	Sức Khỏe
74	Bớt lo, bớt sầu, đừng phiền, đừng não là một cách làm cho tâm ta bớt được nhiều bệnh.	Liều thuốc tốt nhất cho cơ thể là một tâm hồn tĩnh lặng.	1	Sức Khỏe
75	Người ta có thể sống lâu gấp đôi nếu không bỏ nửa đầu của cuộc đời để hình thành những thói quen sẽ rút ngắn nửa đời còn lại. 	Ngoài kiến thức, bạn cần sức khỏe tốt và để có được nó bạn cần chơi thể thao.	1	Sức Khỏe
76	Hạnh phúc cũng như sức khỏe, khi người ta không để ý đến nó tức là đang có nó ở đó.	Cơ thể yếu đuối khiến tinh thần trở nên yếu ớt.	1	Sức Khỏe
77	Bạn có yêu đời không? Vậy đừng phung phí thời gian vì chất liệu cuộc sống được làm bằng thời gian.	Một nửa sức khỏe của con người là trong tâm lý.	1	Sức Khỏe
78	Người kiếm cớ, vin vào những lý do không có thời gian rèn luyện cơ thể sớm muộn sẽ phải bỏ thời gian ra để đi chữa bệnh!	Tiền bạc, con cái, quyền lực chỉ là nhất thời, vinh quang là của quá khứ, còn sức khỏe sẽ mãi là của bạn.	1	Sức Khỏe
79	Bạn có yêu đời không? Vậy đừng phung phí thời gian vì chất liệu cuộc sống được làm bằng thời gian.	Sự sống không bao giờ chán nản.	1	Sức Khỏe
80	Hãy chăm sóc bản thân. Đó là nơi duy nhất bạn có để sống.	Hãy chăm sóc bản thân. Đó là nơi duy nhất bạn có để sống. Hãy tập thể dục hàng ngày.	4	Sức Khỏe
81	Giấc ngủ là sợi xích vàng nối giữa sức khỏe và cơ thể chúng ta.	Cái bệnh nặng nhất của đời sống, ấy là sự buồn nản.	1	Sức Khỏe
82	Tại một hội thảo mới được cơ quan đại diện Liên Hiệp Quốc tại VN và Ban Tư tưởng văn hóa trung ương tổ chức tại Đà Nẵng bàn về tuyên truyền phòng chống lây nhiễm HIV, các cơ quan chức năng đã thừa nhận ngày đầu tiên việc tuyên truyền về HIV đã bị gắn với hình ảnh của tệ nạn xã hội là rất sai lầm.	Tại hội thảo mới được cơ quan đại diện Liên Hiệp Quốc tại VN và Ban Tư tưởng văn hóa trung ương tổ chức tại Đà Nẵng bàn về tuyên truyền phòng chống lây nhiễm HIV.	3	Tin Tức
83	Đến giờ đã 20 năm trôi qua kể từ khi người ta phát hiện virus HIV, cộng đồng vẫn cứ định kiến HIV ở đâu đó trong cái góc khuất của mại dâm và ma túy.	Trên các sân khấu thông tin cổ động bây giờ, HIV vẫn còn được nhìn bằng hình ảnh áo choàng đen tử thần với cái lưỡi hái đi cùng với mại dâm và ống kim chích.	1	Tin Tức
84	Hàng bánh mì của vợ anh chỉ nhận được những câu nói của bà con xung quanh như : “ Thôi để cho chị 2000 đồng chứ thật tình không dám ăn bánh của chị ”.	Cả nhà anh trông vào đồng lương trợ cấp người mất sức lao động 330000 đồng / tháng, nuôi một em gái bị tâm thần, hai đứa con và đứa cháu nhỏ đã 18 tháng tuổi.	0	Tin Tức
85	Bác sĩ Trần Văn Nhật, giám đốc Trung tâm Y học dự phòng, kể thêm Trung tâm Tư vấn phòng chống HIV / AIDS của thành phố đã về Hòa Châu, nơi gia đình anh Diên đang sống, tổ chức hai đêm nói chuyện về sự lây truyền của HIV và cách phòng tránh.	Bác sĩ nói cả về chuyện nhà anh Diên đang nuôi thằng cháu mà bố mẹ nó đã chết vì AIDS, nhưng đến nay đã qua nhiều lần xét nghiệm và vẫn tiếp tục theo dõi chặt nhưng chưa có kết luận cháu bé 24 tháng tuổi này cũng nhiễm HIV.	1	Tin Tức
86	Chuyện HIV lây nhiễm theo ba đường nào bây giờ dân xã Hòa Châu ai cũng biết, nhưng người ta vẫn ơn ớn và vẫn cứ tránh không tiếp xúc với bất cứ ai trong gia đình này.	HIV là bệnh truyền nhiễm chỉ lây nhiễm theo ba đường nào bây giờ dân xã Hòa Châu ai cũng biết, nhưng người ta vẫn ơn ớn và vẫn cứ tránh không tiếp xúc với bất cứ ai trong gia đình này.	4	Tin Tức
87	“ Sự phân biệt đối xử với người nhiễm HIV đã đẩy cộng đồng lâm vào cuộc chiến với kẻ thù giấu mặt - thạc sĩ Chu Quốc Ân kết luận - Việc bây giờ phải làm là tuyên truyền để cộng đồng hiểu đúng về đại dịch HIV chứ đừng kỳ thị và chạy trốn ”.	“ Sự phân biệt đối xử với người nhiễm HIV đã đẩy cộng đồng lâm vào cuộc chiến với kẻ thù giấu mặt - thạc sĩ Chu Quốc Ân kết luận - Việc bây giờ phải làm là tuyên truyền để cộng đồng hiểu đúng về đại dịch HIV chứ đừng kỳ thị và chạy trốn ”.	4	Tin Tức
88	Động vật rừng quí hiếm vẫn được âm thầm đưa về thành phố với nhiều phương thức, thủ đoạn tinh vi mà lực lượng chức năng không thể kiểm soát hết.	Ngày càng nhiều thủ đoạn tinh vi để săn bắt động vật quý hiếm để lọt qua các tai mắt của lực lượng kiểm soát.	3	Tin Tức
89	Hương Rừng xuất hiện ở nhiều nơi từ nội thành  ra ngoại thành nhưng ấn tượng nhất có lẽ là Hương Rừng 2 ở góc đường Hai Bà Trưng - Nguyễn Đình Chiểu, quận 1 ( còn một quán Hương Rừng khác nằm trên đường Nguyễn Trãi , quận 1 cũng nổi tiếng bán hàng độc  ).	Người ta ước tính chỉ riêng ở Hương Rừng này, mỗi ngày có hàng trăm con thú bị thọc huyết.	0	Tin Tức
90	Chủ quán đưa ra một thực đơn gồm các món cá của miền Tây nhưng lại giới thiệu : “ Có chồn, nhím, heo rừng, cúi rừng ... các anh có nhậu không? ”.	Chủ quán tươi cười giải thích : “ Đang có chiến dịch nên không dám ghi trong thực đơn ... ”.	2	Tin Tức
91	Bà “ bật mí ” : có loại mua về từ đường Campuchia, có loại từ rừng Bình Phước.	Thú từ Campuchia về trông “ đừ  ” lắm, ăn không ngon bằng từ rừng Bình Phước.	2	Tin Tức
92	Ông Vũ Đình Trúc, trưởng phòng pháp chế Chi cục Kiểm lâm Bình Phước, cho biết ngành kiểm lâm tỉnh đã kiểm tra những điểm buôn bán động vật hoang dã nhưng không thể kiểm soát hết được.	Trưởng phòng pháp chế Chi cục Kiểm lâm Bình Phước, cho biết ngành kiểm lâm tỉnh đã kiểm tra những điểm buôn bán động vật hoang dã nhưng không thể kiểm soát hết được và còn nhiều sai phạm.	3	Tin Tức
93	Ngay tại cửa hầm, chen lẫn trong bóng áo xanh của những người thợ làm hầm Sông Đà đang tất bật chuẩn bị cho buổi lễ thông hầm trọng đại là những người dân từ Đà Nẵng lên đang nói cười vui vẻ và háo hức nhìn ngắm đường hầm.	Tại cuối hầm, chen lẫn trong bóng áo xanh của những người thợ làm hầm Sông Đà đang tất bật chuẩn bị cho buổi lễ thông hầm trọng đại là những người dân từ Đà Nẵng lên đang nói cười vui vẻ và háo hức nhìn ngắm đường hầm.	2	Tin Tức
94	Anh Hoàng Sĩ Hải, phó giám đốc liên danh Đông Ah -  Sông Đà phụ trách việc thi công tại công trình đường hầm phía nam, nói vui : “ Từ nửa tháng nay, ngày nào cũng có hàng chục người dân Đà Nẵng và các tài xế lái xe đường dài đến năn nỉ xin được vào tham quan bên trong, nhưng vì an toàn lao động nên chúng tôi không thể đồng ý ”.	Phó giám đốc liên danh Đông Ah -  Sông Đà phụ trách việc thi công tại công trình đường hầm phía nam, nói rằng : “ Từ nửa tháng nay, ngày nào cũng có hàng chục người dân Đà Nẵng và các tài xế lái xe đường dài đến năn nỉ xin được vào tham quan bên trong, nhưng vì an toàn lao động nên chúng tôi không thể đồng ý ”.	3	Tin Tức
95	Khu du lịch Thác Mơ cũng vừa ra đời ở “ ốc đảo ” Hói Mít hẻo lánh dưới chân núi Răng Cưa.	Một khu resort khá đẹp khác nữa của khách sạn Công Đoàn đang xây dựng và một khu du lịch trên bán đảo đầm Lập An đang giai đoạn xúc tiến.	0	Tin Tức
96	Bất ngờ một hang động nằm im hàng ngàn năm trên dãy núi đá vôi thuộc xã Vĩnh An, huyện Vĩnh Lộc ( Thanh Hóa ) được các bạn trẻ trong xã phát hiện.	Lập tức những thông tin về một hang động tầm cỡ quốc gia được lan truyền làm xôn xao cả cái làng quê nghèo vào bậc nhất huyện này.	1	Tin Tức
97	Không ai bảo, nhưng mỗi người đều vốc một ngụm “ nước tiên ” uống hoặc ngửa mặt hứng những giọt nước để hưởng cái mát lạnh tuyệt dịu của thiên nhiên, và mọi người đều tận hưởng và hòa vào thiên nhiên.	Không ai bảo, nhưng mỗi người đều vốc một ngụm “ nước tiên ” uống hoặc ngửa mặt hứng những giọt nước để hưởng cái mát lạnh tuyệt dịu của thiên nhiên.	4	Tin Tức
98	Toàn đã kể lại câu chuyện khá bất ngờ : Tháng 7 – 2003 Đoàn xã tổ chức cho anh em đi du lịch nhưng hiềm nỗi “ yếu ” tiền nên tôi bảo anh em đi đâu cho xa, nghe nói xã ta cũng có hang động hàng ngàn năm ngay trên núi Thung Vình, thử đi dã ngoại trên đó xem sao.	 Năm 2003 Đoàn xã tổ chức cho anh em đi du lịch nhưng hiềm nỗi “ yếu ” tiền nên tôi bảo anh em đi đâu cho xa, nghe nói xã ta cũng có hang động hàng ngàn năm ngay trên núi Thung Vình, thử đi dã ngoại trên đó xem sao.	3	Tin Tức
