1	Thật kinh ngạc, 42 khối vuông hình sắc cạnh không hơn kém nhau 1 gam.	Thật tuyệt vời, các khối hình đều giống nhau giống nhau một cách đáng kinh ngạc.	3	Hình học
496	Man Utd không dứt điểm lần nào trong hiệp hai cho đến khi Ten Hag thay người ở phút 61.	Ten Hag đã phải thay người ở phút 61 vì Man Utd không có pha dứt điểm nào ở hiệp hai.	4	Thể Thao
497	Valverde cũng có lần đầu tiên nổ súng hai trận liên tiếp.	Real vô địch FIFA Club World Cup 2022.	0	Thể Thao
498	Tiền vệ Modric thi đấu như thể đang ở độ tuổi 20.	Luka Modric thi đấu như hồi xuân.	3	Thể Thao
499	Ronaldo lo sợ Messi sẽ phá kỉ lục ghi bàn ở C1 khi Ronaldo chuyển sang giải châu á.	Messi có cơ hội phá kỉ lục ghi bản của Ronaldo ở C1 khi Ronaldo sang Châu Á thi đấu.	3	Thể Thao
500	PSG thua đậm khi thiếu Mbappe và Messi.	Thiếu Mbappe và Messi khiến cho PSG với tỉ số 3-1.	3	Thể Thao
501	Đã có một thời những mối quan hệ lao động được xác lập bởi giá trị cơ bắp.	Đã có một thời người ta bình đẳng trong cơ chế “ trung bình chủ nghĩa ”.	1	Đời Sống
502	Thành đã chọn cách thứ hai khi anh đến gõ cửa phòng tổng giám đốc và đề nghị : " Hãy cho tôi thêm sáu tháng nữa để làm lại mọi việc ".	Thành đến gõ cửa phòng giám đốc và nói : " Hãy cho tôi thêm sáu tháng nữa để làm lại mọi việc ".	3	Kinh Doanh
503	Phần thưởng dành cho " công trạng " này là một suất du học cao học quản trị kinh doanh tại Úc.	Một suất du học cao học tại Úc là phần thưởng dành cho " công trạng " này.	3	Giáo Dục
504	Thất bại cũng như khả năng chuyển bại thành thắng của Thành không lọt qua được mắt của những tập đoàn, công ty đa quốc gia.	Thất bại của Thành là không lọt qua được mắt của những tập đoàn, công ty đa quốc gia.	2	Kinh Doanh
505	Thành là một trong năm sinh viên tình nguyện tham gia dự án điều nghiên này.	Thành là một trong năm sinh viên tình nguyện tham gia dự án này.	4	Giáo Dục
506	Và lần đầu tiên trong đời, Thành đã kiếm được tiền : 50000 đồng cho một tuần đi khắp hang cùng ngõ hẻm!	Thành đã kiếm được một khoản tiền nhỏ trong lần làm ăn đầu tiên trong đời.	3	Kinh Doanh
507	Nó khác hoàn toàn với những bộ môn đã học trong nhà trường.	Chưa từng học bộ môn nào như thế này ở trường cả.	3	Giáo Dục
508	Tôi lao vào tiếp cận, học hỏi hầu hết các loại hình khảo sát lúc ấy : công nghiệp, hàng tiêu dùng, thói quen tiêu xài, sở thích xem truyền hình, ...	Tôi lao vào hỏi hầu hết các loại hình khảo sát lúc ấy : công nghiệp, hàng tiêu dùng, …	3	Kinh Doanh
509	Bữa được người ta cho thì ăn no thở không nổi, bữa thèm một tô cơm với nước tương cũng không có.	Anh đi anh nhớ quê nhà, nhớ canh rau muống, nhớ cà dầm tương.	0	Văn Học
510	Đêm tôi mò ra chợ, đón xe hàng về tranh nhau mót củ su củ cải bán kiếm tiền.	Tranh nhau mót củ su củ cải bán kiếm tiền trong đêm.	3	Kinh Doanh
511	Tôi xin mẹ tôi cho một lời khuyên và sau đây tôi xin chuyển tới bà những suy nghĩ của mẹ tôi và cũng là của tôi.	Tôi muốn chuyển lời khuyên của mẹ mình và cũng là của tôi cho bà nghe.	2	Đời Sống
512	Tôi không dám chắc mình có phải là người sáng suốt hay không nhưng tôi sẽ cố hết sức thành thật nhất.	Tôi luôn là người thành thật nhất.	2	Đời Sống
513	Khi rời Hà Nội để dấn thân vào những trận chiến ác liệt ở miền Nam, Thùy chưa biết chiến tranh là thế nào.	Khi từ Bắc vào Nam, Thuỳ chưa biết chiến tranh là thế nào.	2	Chiến Tranh
514	Chị đã học được những điều mà tất cả chúng ta đều cần phải học.	Chị đã học được điều mà tất cả chúng ta đều cần phải học.	4	Giáo Dục
515	Cho đến lúc này tôi là người đã đọc đi đọc lại cuốn nhật ký nhiều hơn ai hết.	Tôi là người đọc đi đọc lại cuốn nhật ký này nhiều hơn ai hết cho đến nay.	4	Giáo Dục
516	Nhưng đôi lúc nhịp sống quá nhanh khiến chúng tôi bỏ qua không nhìn thấy tình yêu của một người mẹ.	Đôi khi chúng ta không nhìn thấy tình yêu của một người mẹ vì cuộc sống bận rộn.	3	Đời Sống
517	Chị ấy lấy đâu ra khả năng cảm thụ về cái đẹp?	Chị ấy lấy đâu ra khả năng cảm thụ về cái đẹp?	4	Du Lịch
518	Tôi nghĩ mình đồng ý với ý kiến của mẹ tôi, và tôi hi vọng bà cũng sẽ nhìn thấy điều đó.	Tôi hi vọng bà ấy nhận ra chúng tôi cùng quan điểm.	3	Đời Sống
519	Không thể để hình ảnh của mình lộ diện ở bất cứ tình huống nào.	Tôi cần bí mật hình ảnh của chính mình vì công việc.	3	Đời Sống
520	Có một giai thoại đồng quê : “ Cậu bé nhìn dòng suối trước nhà và hỏi cha : Suối chảy về đâu, thưa cha?	Tôi biết đó chưa phải là tất cả, tôi tin còn rất nhiều người giỏi, người tài đâu đó ở những vùng miền khác nhau mà các bạn chưa tìm ra.	0	Văn Học
521	Tôi biết đó chưa phải là tất cả, tôi tin còn rất nhiều người giỏi, người tài đâu đó ở những vùng miền khác nhau mà các bạn chưa tìm ra.	Núi cao còn có núi cao hơn, tôi biết vẫn còn rất nhiều người tài giỏi.	2	Đời Sống
522	Chúng tôi đi làm thuê thật nhưng chưa bao giờ thấy mình hèn, mà chỉ thấy mình chưa đủ mạnh để có thể lèo lái một con thuyền lớn.	Anh làm thuê với mức lương rất cao, nhưng cái được nhiều nhất chính là kinh nghiệm, là kiến thức và là lời giải cho câu hỏi : vì sao người ta lớn đến thế?	1	Kinh Doanh
523	Anh làm thuê với mức lương rất cao, nhưng cái được nhiều nhất chính là kinh nghiệm, là kiến thức và là lời giải cho câu hỏi : vì sao người ta lớn đến thế?	Làm thuê để tích luỹ kinh nghiệm, kiến thức cho bản thân.	1	Kinh Doanh
524	Nhưng hơn một năm nay chúng tôi chưa có kế hoạch tuyển người.	Công ty của chúng tôi chưa có kế hoạch tuyển người trong năm nay.	3	Kinh Doanh
525	Tai nạn đã khiến cô dở dang con đường nghề nghiệp sau khi tốt nghiệp lớp trung cấp bưu điện và chờ quyết định đi làm và cũng dở dang cả lớp bồi dưỡng cảm tình Đảng.	Chị đã học được những điều mà tất cả chúng ta đều cần phải học.	0	Giáo Dục
526	Cuộc chiến tranh quá khốc liệt, sự hi sinh diễn ra từng ngày, từng giờ.	Cuộc chiến tranh quá khốc liệt, sự hi sinh diễn ra từng ngày, từng giờ.	4	Chiến Tranh
527	Có một điều chắc chắn là chị tôi hi sinh trong tư thế đương đầu với giặc.	Tôi chắc chắn rằng chị tôi hi sinh trong tư thế ngẩng cao đầu.	4	Chiến Tranh
528	Người lính nọ kể cho Fred nghe một trận đánh lạ lùng mà anh ta đã tham dự.	Fred được nghe kể về một trận đánh.	3	Chiến Tranh
529	Đó là một trận đánh không cân sức giữa 120 lính Mỹ với một người phụ nữ.	Một trận đánh giữa 1 người phụ nữ và 120 tên lính Mỹ.	4	Chiến Tranh
530	Anh ta tả lại người con gái nhỏ nhắn với chiếc túi vải bạt trên người, trong đựng vài quyển sổ nhỏ có vẽ những sơ đồ vết thương và phác đồ điều trị.	Trên người cô gái có vài quyển sổ nhỏ có vẽ những sơ đồ vết thương và phác đồ điều trị.	3	Chiến Tranh
531	Tôi đang ngồi chờ một trận đánh cùng một đơn vị lính Mỹ.	Tôi đang ngồi chờ một trận đánh cùng đơn vị.	3	Chiến Tranh
532	Ngồi bên cạnh tôi là một người lính và chúng tôi nói với nhau về những trận đánh đã từng tham dự.	Chúng tôi kể cho nhau nghe về những trận đánh.	3	Chiến Tranh
533	Ngay lập tức có một người nổ súng vào họ.	Ngay lập tức có một người nổ súng vào họ.	4	Chiến Tranh
534	Khi đến được nơi người kia nằm toán lính Mỹ nhận thấy người đó đang bảo vệ các bệnh nhân trong một bệnh viện.	Tôi đã mang điều này trong lòng quá lâu và tôi vẫn đang đi tìm câu trả lời.	0	Chiến Tranh
535	Trong chiến tranh nhiệm vụ của tôi là kiểm tra tất cả các giấy tờ, tài liệu bắt được của đối phương.	Nhiệm vụ của tôi là kiểm tra các giấy tờ, tài liệu của đối phương.	4	Chiến Tranh
536	Tôi đã mang điều này trong lòng quá lâu và tôi vẫn đang đi tìm câu trả lời.	Tôi đã suy nghĩ điều này quá lâu và đang đi tìm câu trả lời.	3	Đời Sống
537	Trận đánh mà người lính nọ tả lại cho tôi đúng là điều đã xảy ra.	Anh ấy tả lại cho tôi đúng là điều đã xảy ra.	2	Chiến Tranh
538	Dẫu sao nó cũng chưa từng phải nếm vị mặn của chiến tranh.	Cô gái ấy chưa từng biết chiến tranh là như thế nào.	1	Chiến Tranh
539	Nó chưa từng biết đến cảm giác nát tim khi nhìn thấy những người lính ngã xuống trên trận địa.	Dẫu sao nó cũng chưa từng phải nếm vị mặn của chiến tranh.	1	Chiến Tranh
540	Một người mẹ nhất thiết phải được biết về cuộc đời và những suy nghĩ của con gái mình.	Một người mẹ nhất thiết phải được biết về cuộc đời và những suy nghĩ của con gái mình.	4	Đời Sống
541	Những lúc không hành nghề luật sư hay khoa học, tôi trở thành một người làm vườn.	Những lúc rảnh rỗi tôi là một người làm vườn.	2	Đời Sống
542	Nhiều hộ nghĩ ra cách năm ba người góp tiền để một hộ xây nhà trước, sau đó những hộ này góp lại cho người khác xây.	Nhiều người phải góp chung tiền để xây nhà.	1	Đời Sống
543	Khó khăn thật nhiều nhưng chẳng ai kêu khó.	Không ai dám kêu khó mặc dù rất khó khăn.	2	Đời Sống
544	Sau chiến tranh, đi từ đầu đến cuối làng, nhà nào cũng chỉ dùng thân cây dương bắt chéo rồi gác thêm một cây nữa làm đòn dông lợp tranh lên ở.	Nhà nào cũng dùng thân cây dương bắt chéo rồi gác thêm một cây nữa làm đòn dông lợp tranh lên ở.	2	Đời Sống
545	Sau một trận chống càn ngoài rìa làng, tin dữ bay về : ba hi sinh.	Sau trận đánh ba đã hi sinh.	3	Chiến Tranh
546	Có một người con gái tuổi 20.	Có một nữ thiếu niêm.	3	Đời Sống
547	Có cái gì mong đợi tha thiết trong lòng.	Những trang nhật ký cuối cùng.	0	Đời Sống
548	Những trang nhật ký cuối cùng.	Những trang nhật ký cuối cùng.	4	Giáo Dục
549	Sao mấy bữa rày trong tâm tư mình nặng trĩu nhớ thương, đêm đêm mình mơ thấy miền Bắc.	Đêm đêm mình mơ về nhà, tâm tư mình nặng trĩu nhớ thương.	3	Đời Sống
550	Mong những người về bổ sung cho bệnh xá để có thể đảm đương nhiệm vụ nặng nề trong những ngày tới.	Và niềm mong ước lớn lao nhất là hòa bình, độc lập để mình lại trở về sống trọn trong lòng mẹ.	0	Đời Sống
551	Và niềm mong ước lớn lao nhất là hòa bình, độc lập để mình lại trở về sống trọn trong lòng mẹ.	Hoà bình, độc lập, mình lại trở về sống trong vòng tay của gia đình.	2	Đời Sống
552	Không gian êm ả, nếu không có tiếng máy bay thô bạo xé nát bầu trời thì không có gì khác đâu ngoài tiếng suối rì rào chảy!	Tiếng tàu bay thô bạo xé nát cả bầu trởi.	2	Chiến Tranh
553	Sau trận bom, mọi người nhận định điểm này đã bị lộ, vội lập tức triển khai tìm điểm khác làm nhà để chuyển đi.	Mọi người triển khai tìm điểm khác làm nhà để chuyển đi sau trận bom.	3	Chiến Tranh
554	Trong nhà lênh láng nước, đứa nào đứa nấy ướt sũng, luôn tay hứng mưa dột và đổ nước ra ngoài.	Nước tràn cả vào nhà, ai nấy đều ướt sũng.	2	Đời Sống
555	Mấy thương binh ngồi co ro ướt lướt thướt.	Mấy thương binh ngồi co ro ướt lướt thướt.	4	Chiến Tranh
556	Nhìn những cảnh đó mình cười mà nước mắt chực trào ra trên mi.	Nhìn những cảnh như vậy mình không thể cầm được nước mắt.	3	Đời Sống
557	Chắc nhiều người biết nhưng cũng không ai biết cho tường tận.	Để biết được tường tận thì ít ai biết được.	3	Đời Sống
558	Sinh tử không thể nào mà ghi hết, mà có lẽ cũng không nên nói hết để làm gì.	Sinh tử không thể biết trước được điều gì.	0	Đời Sống
559	Những lá thư mình viết cũng không bao giờ kể hết với những người thân yêu về tất cả nỗi khổ mình đã trải qua.	Mình không thể kể hết với những người thân yêu về tất cả nỗi khổ mình trải qua.	4	Đời Sống
560	Ước mong của em chỉ là hòa bình trở lại để em được về với má em.	Ước mong của em chỉ là hòa bình trở lại để em được về với gia đình.	4	Chiến Tranh
561	Chúng mình đang sống trong những ngày căng thẳng tột bậc.	Những ngày căng thẳng tột bậc vẫn còn tiếp diễn.	3	Chiến Tranh
562	Nghe tiếng máy bay quần trên đầu mình thấy thần kinh căng thẳng như một sợi dây đàn lên hết cỡ.	Nghe tiếng máy bay mình thấy hoảng sợ.	3	Chiến Tranh
563	Vậy đó, lửa thử vàng gian nan thử sức.	Vàng thật không sợ thử lửa.	1	Đời Sống
564	Ôi miền Bắc xa xôi, bao giờ ta trở lại?	Ôi miền Bắc xa xôi, bao giờ ta trở lại?	4	Du Lịch
565	Nếu địch sục vào đây chắc không có cách nào khác hơn là bỏ chạy!	Giờ chỉ biết bỏ chạy nếu địch xông vào đây.	4	Chiến Tranh
566	Niên năm nay 19 tuổi, em công tác ở đội an ninh thị trấn.	Niên công tác ở đội an ninh thị trấn.	4	Đời Sống
567	Rừng chiều im lặng một cách dễ sợ.	Rừng im lặng một cách dễ sợ.	4	Du Lịch
568	Bất giác mình quên đi tất cả, quên cái không khí nặng nề đang đè nặng trên mình suốt mấy ngày nay.	Không khí nặng nề đang đè nặng trên mình suốt mấy ngày nay.	2	Đời Sống
569	Mình không rời vị trí quan sát một phút nào nhưng đầu óc mình lại là những cảnh của ngày đoàn tụ sum họp.	Trong đầu luôn hiện lên cảnh gia đình đang sum vầy, tụ họp.	3	Đời Sống
570	Ôi! Cuộc sống đổi bằng máu xương, tuổi trẻ của bao nhiêu người.	Cuộc sống đổi bằng máu xương, tuổi trẻ của bao người.	4	Đời Sống
571	Hôm nay gạo chỉ còn ăn một bữa chiều nữa là hết.	Hôm nay gạo không còn đủ để ăn.	2	Đời Sống
572	Đó là những dòng chữ cuối cùng của chị Thùy Trâm.	Những dòng chữ cuối cùng của Đặng Thuỳ Trâm.	3	Giáo Dục
573	Câu chuyện về cuộc chiến đấu cuối cùng của người nữ bác sĩ trong niềm tin của một cựu chiến binh Mỹ.	Câu chuyện về cuộc chiến cuối cùng của nữ bác sĩ.	3	Giáo Dục
574	Số báo ngày mai sẽ kể với bạn một câu chuyện khác.	Câu chuyện về cuộc chiến cuối cùng của nữ bác sĩ.	0	Giáo Dục
575	Bao nhiêu kỷ niệm lần lượt hiện ra trong óc mình.	Bao nhiêu kỉ niệm lần lượt hiện ra trước mắt.	4	Đời Sống
576	Hôm nay trở lại nhìn những nền nhà sụp đổ, ngổn ngang thân cây cháy lòng mình tràn ngập xót thương.	Nhà cháy lòng mình tràn ngập xót thương.	2	Đời Sống
577	Nhiệm vụ của ta là phải đấu tranh cho lẽ phải.	Nhiệm vụ của ta là phải đấu tranh cho chính nghĩa.	4	Chiến Tranh
578	Tiếng súng chiến thắng đang nổ giòn khắp chiến trường Nam Bắc.	Chiến trường Nam Bắc đang ngập tràn tiếng súng.	3	Chiến Tranh
579	Tôi liên hệ bệnh viện không được nên ra cửa hàng thuê một bình để ở nhà cho tiện nhưng không yên tâm vì chẳng biết họ bơm oxy chất lượng thế nào.	Lần đầu tiên ngồi máy bay trực thăng nên tôi có cảm giác bồn chồn lạ lắm!	0	Sức Khoẻ
580	Chẳng tốn bao nhiêu mà ai cũng thấy nhẹ nhõm người.	Ai cũng nhẹ nhõm người mặc dù chẳng tốn là bao.	4	Đời Sống
581	Chúng tôi làm quen với nhau rất nhanh vì Khăm Xúc có bốn năm học ở VN nên nói tiếng Việt khá sõi.	Anh ấy có 4 năm học ở Việt Nam nên nói tiếng Việt khá tốt.	3	Đời Sống
582	Lần đầu tiên ngồi máy bay trực thăng nên tôi có cảm giác bồn chồn lạ lắm!	Lần đầu tiên ngồi máy bay trực thăng nên tôi có cảm giác hơi sợ.	3	Du Lịch
583	Xung quanh sân bay là một hệ thống hầm ngầm xuyên vào núi đá.	Xung quanh sân bay là hệ thống hầm ngầm.	3	Du Lịch
584	Tựa người vào chiếc xe đạp vuốt vội mồ hôi chảy ròng trên mặt, anh kể ba cha con đã cùng đến trường suốt chín năm nay.	Suốt 9 năm, ba cha con anh ấy ở chiến trường.	3	Chiến Tranh
585	Sau hòa bình, tui về quê lập gia đình vào năm 1985.	Tôi lập gia đình vào năm 1985.	2	Đời Sống
586	Vợ chồng anh đã cố nuôi con với hi vọng một ngày sẽ chữa được cho con lành lặn.	Vợ chồng anh đã cố nuôi con với hi vọng một ngày sẽ chữa được cho con lành lặn.	4	Sức Khoẻ
587	Thương con, anh cố gạt nước mắt đưa con đến trường.	Anh cố gạt nước mắt đưa con tới trường vì thương con.	4	Giáo Dục
588	Dung kể về người bạn da cam của mình.	Dung kể về một người bạn nhiễm chất độc màu da cam.	3	Sức Khoẻ
589	Nhìn cảnh này tôi mới cảm nhận được một hạnh phúc mặn chát.	Tôi cảm nhận được hạnh phúc khi thấy cảnh này.	3	Đời Sống
590	Không biết cái khát vọng ấy có trở thành hiện thực không?	Không biết cái khát vọng ấy có trở thành hiện thực không?	4	Đời Sống
591	Nhìn con buồn vì không được đi học nên tui lại cố.	Tôi phải cố vì không muốn con phải buồn vì không được tới lớp.	3	Giáo Dục
592	Linh tính cho biết có điềm chẳng lành nên tôi triển khai cho anh em cẩn thận dò mìn để mở tuyến.	Cảm giác bất an nên tôi triển khai cho anh em cẩn thận dò mìn để mở tuyến.	3	Chiến Tranh
593	Nếu sai hẹn chúng sẽ huy động lực lượng xuống đốt cháy cả bản.	Chúng sẽ đốt cháy cả làng nếu chúng ta sai hẹn.	3	Chiến Tranh
594	Lính thả dây xuống, tôi lại bám đá, bám dây bò lên.	Lính thả dây xuống, tôi lại bám đá, bám dây bò lên.	4	Chiến Tranh
595	Đến một ngã tư, đoàn xe tải dừng lại trước những kho chứa đầy hàng mây tre đan.	Kho chứa đầy hàng mây tre đan.	3	Đời Sống
596	Nhiều gia đình vừa thu hoạch xong đã phải đi vay, mua gạo chịu vì trước đó đã bán lúa non.	Nhiều gia đình vừa thu hoạch xong đã phải đi vay gạo về ăn.	3	Đời Sống
597	Không khí đan hàng rộn rịp trong từng gia đình, nhưng không ai cảm nhận cái nắng nóng rát da người.	Mọi người bận rộn đến nỗi không ai cảm nhận được cái nắng nóng rát da người.	2	Đời Sống
598	Nghe ở đâu có thế mạnh về mặt hàng này là ông tìm đến.	Trở về, ông bắt đầu tổ chức cho những người trong gia đình làm.	0	Kinh Doanh
599	Trở về, ông bắt đầu tổ chức cho những người trong gia đình làm.	Ông tạo công ăn việc làm cho từng người trong gia đình.	2	Kinh Doanh
600	Họ bắt đầu say mê công việc.	Họ bắt đầu tập trung vào làm nhiệm vụ của mình.	3	Kinh Doanh
